id,name,contact_info,expertise,membership,experience,style_approach,availability,created_at,updated_at
11,"Ankur Gupta Bhowon, ACIArb",crystalsullivan@yahoo.com,"Profession/s Barrister (unregistered) and AOI Civil/Commercial MediatorAreas of expertise Contractual disputes and disputes relating to Tort ODR training completed. (ODR specialist in mediation)- Online MediationCountry of Practice MauritiusLanguagesEnglish, French, Creole, Hindi",AOI Accredited Civil/Commercial Mediator Company- ADR ODR International LtdYear qualified as a mediator- 2021 ,No experience in Mediation yet, A keen analytical eye to details  Friendly and dynamic personality always willing to help  Demonstrates Character and work ethic everywhere  Worked in the sugarcane fields during bad life conditions so knows and understands people’s needs and emotions ,"[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.439014,2024-05-26T09:44:17.439024
12,Asad Naveed Hashmi,cohensarah@hotmail.com,"Civil and Commercial Mediator and Online Dispute Resolution SpecialistLanguagesEnglish, Punjabi, Urdu","Bachelor of Laws (LLB.Hons), University of London 2017-2020 Khan & Associates – Trainee Associate UCLADRi – Coordinator Research Wing Universal College Lahore – Teaching Assistant (Jurisprudence and Legal Theory) UCLADRi Society – Founding President (2019-2020) ","Bachelor of Laws (LLB.Hons), University of London 2017-2020 Khan & Associates – Trainee Associate UCLADRi – Coordinator Research Wing Universal College Lahore – Teaching Assistant (Jurisprudence and Legal Theory) UCLADRi Society – Founding President (2019-2020) ","I prefer to look at mediation as a method for parties to look beyond their disputes and towards their relationship and common interests. I believe that deep down, everyone wishes to live a peaceful life, with smooth relationships. Mediation allows me to help them reach the root cause of their disputes, to help them look at the problem from different lenses, and to let go of their negative emotions through empathetic listening, encouraging body language, and as many private sessions as required to fully understand where they are coming from. A proper settlement can only be reached when the parties fully understand each other and themselves, and for that, a mediator needs to establish complete trust and rapport to extract as much information as possible from the parties to facilitate the mediation. I strive to make the parties as comfortable as possible, and help them take control of their dispute. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.439708,2024-05-26T09:44:17.439716
13,Bibi Ruwaydah Mamode Saïb,ydavis@scott.com,"Profession/s Ruwaydah Mamode Saïb is a Barrister-at-law in England and Wales (non-practising) following her Michalmeas call to the degree of the Utter Bar on the 24th of November 2021. She is a practising Barrister-at-law in the Republic of Mauritius and was admitted to the Bar on the 20th of January 2023. Ruwaydah is an accredited civil/commercial mediator since September 2021 by ADR/ODR International and since April 2022, also an online dispute resolution (ODR) Specialist. Areas of expertise - Criminal;- Commercial/ civil disputes including family, consumer, employment/landlord and tenant/ contractual and property disputes; - Litigation and Corporate matters; and - Online dispute resolution/ qualified as an ODR specialist. Country of Practice United Kingdom/MauritiusLanguagesEnglish, French, Urdu/Hindi, and Mauritian Creole ","Profession/s Ruwaydah Mamode Saïb is a Barrister-at-law in England and Wales (non-practising) following her Michalmeas call to the degree of the Utter Bar on the 24th of November 2021. She is a practising Barrister-at-law in the Republic of Mauritius and was admitted to the Bar on the 20th of January 2023. Ruwaydah is an accredited civil/commercial mediator since September 2021 by ADR/ODR International and since April 2022, also an online dispute resolution (ODR) Specialist. Areas of expertise - Criminal;- Commercial/ civil disputes including family, consumer, employment/landlord and tenant/ contractual and property disputes; - Litigation and Corporate matters; and - Online dispute resolution/ qualified as an ODR specialist. Country of Practice United Kingdom/MauritiusLanguagesEnglish, French, Urdu/Hindi, and Mauritian Creole ","Ruwaydah has worked on several cases on inter alia, criminal, civil/commercial law, including contractual disputes, mediation and arbitration. She has additionally drafted written submissions, skeleton arguments, legal opinions and mediation position papers in relation thereto. As part of her BPP Pro Bono Street Law activity, she delivered two presentations to Askham Grange residents in York, England and is a recipient of the 'Initiative Employability Recognition' award for going 'above and beyond' in her support of the work of the BPP Pro Bono Centre. Academic Qualifications Ruwaydah read law at Middlesex University where she graduated with a First Class Bachelor of Laws and subsequently received the ‘Most Outstanding Student Award’ for her academic performance. She went on to study the Bar Professional Training Course with a Masters in law from BPP University Leeds, and was awarded ‘Outstanding’ in, inter alia, dispute resolution (out-of-court). ","Ruwaydah's goal is to ensure that all parties to the mediation process leave the mediation arena with equally satisfactory outcomes. She firmly believes in active listening skills and confidentiality to gain the parties’ trust. Ruwaydah sees empathy or put in today’s evolving world and with the past covid pandemic- ‘digital empathy’, honesty, thoughtfulness and the ability to be seen to understand the feelings of others as key factors to successful mediations. She undertakes individual caucuses as well as joint sessions to ask the parties questions which will both, strike a balance between control and empathy as well as, enable them to articulate their underlying interests that drive their demands. As a barrister, Ruwaydah is often commended for her effective communication skills and is able to accommodate clients during evenings and weekends, upon reasonable, prior notice. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.440945,2024-05-26T09:44:17.440957
14,Bryony Sheard,antoniohuff@miller.com,"Accredited Civil and Commercial MediatorFamily , Employment, Landlord and Tenant , Civil Enforcement, International Trade/Shipping and Contractual disputes .LanguagesEnglish","Degree of Bachelor of Laws with Honours, Class II Division I, 2016. Postgraduate Diploma in Legal Practice at the Bar, 2018. Paralegal at Shulmans specialising in Debt Recovery, Insolvency, Court of Protection, Contractual Disputes (2017 – 2018) – representing clients in a variety of civil disputes. CPS Fees Clerk at Park Square Barristers (2018 – Present) ","Degree of Bachelor of Laws with Honours, Class II Division I, 2016. Postgraduate Diploma in Legal Practice at the Bar, 2018. Paralegal at Shulmans specialising in Debt Recovery, Insolvency, Court of Protection, Contractual Disputes (2017 – 2018) – representing clients in a variety of civil disputes. CPS Fees Clerk at Park Square Barristers (2018 – Present) "," I mediate with a facilitative and pragmatic approach. I am described as the devil’s advocate but one that provides a friendly approach which also offers critical thinking. I communicate in a sensible and understandable manner to my audience. I work in an empathetic manner which is both persuasive and calm. My unique combination of knowledge and skill helps thrive to a successful outcome for each party. Thus, this allows me to assess the dispute in an unbiased presence which presents the conflicts hidden behind all the emotion. Working in holistic manner allows the opportunity to delve into the heart of the problem and explore creative solutions that benefits both parties and allows us as a whole to move to a settlement agreement whereby each party achieves their goals. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.442161,2024-05-26T09:44:17.442169
15,Callum McLean,sarah03@hotmail.com,Civil and Commercial disputesLanguagesEnglish,1. Called to the Bar of England and Wales in July 2018 by the Honourable Society of Lincoln’s Inn. 2. Accredited as a mediator by ADR-ODR International Ltd in August 2018.,"1. Pupil Barrister at Pallant Chambers from 10 September 2018 to date:a. Drafting position statements and settlement agreements, calculating offers, and attending mediations from the perspective of a party.b. Drafting legal advice on the merits of claims and defences in law, and considering practical approaches to the resolution of disputes outside of court.c. Particular areas of practice: Property law, Wills/Probate, Contract law, RTAs, Housing, and Partnerships. ","Mediation is an opportunity for parties not only to discuss their grievances and goals in a completely confidential setting, but also to hear in a more direct and personal way than solicitors’ letters the grievances and goals of the other party to the dispute in a controlled and managed environment.My position as a mediator, in my mind, is to facilitate open and frank discussions between parties as to their positions, their goals, and the routes to those goals. This entails a sensitive approach to fact-finding, a dedicated outlining of the harsh and stressful nature of litigation, and a firm but fair hand in pointing out the weaknesses of parties’ stated cases.   ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.442861,2024-05-26T09:44:17.442868
16,Carly Stewart,johnsonangela@stone-kirby.info,"1996 – 2000: Law Degree (LLB Hons), Dundee University2000 – 2001: Diploma in Legal Practice, Dundee UniversityI have over 20 years’ experience as a practising dispute resolution solicitor in Scotland. I am a highly experienced litigator, including being qualified as a Solicitor Advocate, and have regularly appeared in court throughout my career. I have been a Senior Associate in a large, global law firm, Clyde & Co, handling insurance disputes and high value personal injury claims. More recently I have worked in a Scottish firm, Aberdein Considine, acting for SMEs in commercial and contractual disputes, and private individuals in disputes relating to property, inheritance, debt and other matters. I became an accredited Commercial/Civil Mediator with ADR ODR International in 2021. I firmly believe that my background in providing individuals and businesses with comprehensive advice on all aspects of their disputes gives me professional insights that are of benefit in the mediation setting. ","Areas of expertise Commercial/contractual disputes, SMEs, insurance disputes, personal injury, housing and property, landlord and tenant, debt recovery, personal disputes (including property, neighbours, family members, inheritance). Country of Practice United Kingdom and Brunei DarussalamLanguagesEnglish","1996 – 2000: Law Degree (LLB Hons), Dundee University2000 – 2001: Diploma in Legal Practice, Dundee UniversityI have over 20 years’ experience as a practising dispute resolution solicitor in Scotland. I am a highly experienced litigator, including being qualified as a Solicitor Advocate, and have regularly appeared in court throughout my career. I have been a Senior Associate in a large, global law firm, Clyde & Co, handling insurance disputes and high value personal injury claims. More recently I have worked in a Scottish firm, Aberdein Considine, acting for SMEs in commercial and contractual disputes, and private individuals in disputes relating to property, inheritance, debt and other matters. I became an accredited Commercial/Civil Mediator with ADR ODR International in 2021. I firmly believe that my background in providing individuals and businesses with comprehensive advice on all aspects of their disputes gives me professional insights that are of benefit in the mediation setting. ","My background in case-handling, including complex cases, allows me to get to grips with facts and issues quickly. My experience in litigation means that I always ensure I am thoroughly prepared and I act in a highly professional manner at all times. I can maintain a robust stance when required, however my natural disposition is warm and empathetic. I am presently based overseas but happy to take UK-based or international mediations and have had additional training in Online Dispute Resolution, specifically video mediation. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.444593,2024-05-26T09:44:17.444606
17,Ceri Blower,angela38@howard-brown.org, Civil and Commercial  Possessions proceedings;  Housing;  Landlord & Tenant;  Contractual disputes; and  Small claim disputes.     Country of Practice  England and Wales   Languages  English  ,Member of ADR ODR International Member of Civil Mediation Council ,County Court Advocate since June 2019;Partnerships and Events Officer at Leducate since November 2018Legal qualifications:The Bar Professional Training Course with an LLM in 2019Graduate Diploma in Law in 2016;Masters in International Law in 2014; and BSC in Global Development and Sustainability in 2013,"I am a qualified lawyer and I am passionate about Mediation. I truly believe that disputes that can mediated, should be. As mediation is a collaborative process, which allows for better outcomes than in traditional litigation and is far less costly and stressful process.   · Ceri is a principled practitioner, who takes a non- judgmental approach, while not shrinking from reality-testing and raising possible options for agreement.  · She is creatively facilitative, focusing on the whole breadth of the dispute, supportive and patient throughout.  · Ceri maintains a calm, respectful and transparent approach.  · As an empathetic mediator, Ceri can assist in crafting a process to suit the needs   ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.445977,2024-05-26T09:44:17.445988
18,Charles Payne,julia27@andrade.com,"Disputes, in the food and Hospitality industryLanguagesEnglish",ADR Group Accredited Civil & Commercial Mediator 2018,Sandals Resorts (Saint Lucia) Chef/Baker/Pastry Chef2003 -2005County Squire (United States of America) Line Chef/Breakfast Chef2005Norwegian Cruise Line Pastry Chef2006-2008Al La Carte (United Kingdom) Chef2008-2009Carluccios Restaurant (United Kingdom) Chef2010Michael Caines Restaurant (United Kingdom) Chef de Rang2010-2012Zizzi Restaurant (United Kingdom) Front of House Staff2012-2018Edam Group (United Kingdom) Recoveries Negotiator 2018-Current,"I work in the field of Alternative Dispute Resolution and that has provided me with the aptitude, of not approaching each dispute in the same manner.I always Endeavour to instill a sense of calm to proceedings by encouraging all parties involved, to understand that disputes are better solved when compromise is understood. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.447095,2024-05-26T09:44:17.447105
19,Chloë Booth,petersonjesse@yahoo.com,Accredited Civil and Commercial MediatorLanguagesEnglish,ADR ODR Civil and Commercial Mediator AccreditedMember of the Civil Mediation Council,"I have a corporate background, and worked for MBNA Europe Bank Ltd for several years, latterly on an international technology project. Upon leaving MBNA, I joined a large dental business as Operations Director. On selling the practices, the time was right for me to return to education; I obtained a first class law degree, and am currently training to be a barrister. Through my corporate experience, I have seen first-hand the benefits of mediation and am a passionate advocate for the process. ","I understand the tensions and difficulties which are often likely to exist between parties when they arrive for their mediation. I do not apply a “one style fits all” approach, and have the ability to quickly recognise how a party wants their mediation to run.  Whilst having sensitivity and empathy, I have the ability to facilitate a mediation in an efficient, productive manner. ","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.448201,2024-05-26T09:44:17.448211
20,Chris Charlton,whitelogan@bernard.com,Profession/s Independent Director of Human Resources &amp; People ConsultantAreas of expertise o Civil & Commercialo Workplace & Employmento Health SectorCountry of Practice United KingdomLanguagesEnglish,Profession/s Independent Director of Human Resources &amp; People ConsultantAreas of expertise o Civil & Commercialo Workplace & Employmento Health SectorCountry of Practice United KingdomLanguagesEnglish,"My mediation experience evolves from hybrid routine practices throughout 37 years ofcommercial and strategic roles by bringing together those with opposing agendas toreach agreed solutions - particularly in the human resources and employment fieldsthrough listening, mentoring and coaching.o Commercial experience as an international Buyer and Merchandise Directordeveloped negotiation expertise.o 12 years as Head of Workforce at the Department of Health CommercialDirectorate including being appointed Programme Director to develop and deliverthe Prevent programme into the NHS in England and subsequently to Co-ChairHealth at the EU Radicalisation Awareness Network. In both the UK and EU thiscounter-terrorism work has involved negotiating agreed cross-border approachesto policy and strategy across a number of EU jurisdictions with differing agendasand views.o As a Director of Human Resources / People across health services in UK andMiddle East, as well as an HR Strategy / Change Consultant and Investigator,leading and implementing change has involved a significant amount of mediationto deliver successful outcomes.","Working very comfortably in a facilitative mediation style, my motivation to mediate is topreserve the wellbeing of both participants to avoid an unnecessary litigious experience- often very long and extremely stressful. An effective mediation allows individuals toachieve a better outcome in a number of ways – mainly through a more efficient arenafor communication. Mediation allows for better communication that improvesrelationship and understanding, thereby allowing the parties to achieve their resolutiontogether through both agreed and workable solutions.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.450368,2024-05-26T09:44:17.450380
21,Daniela Ferrigno,megan49@yahoo.com,I have studied Intellectual Property law and Property & Chancery law. I am qualified as a Civil & Commercial mediator.I am a qualified barrister.LanguagesEnglish,"I am a qualified Mediator, having trained with ADR group in June 2016, and gained the qualification in August 2016.I am a qualified barrister having been called to the Bar by the Inner Temple in July 2017. ","I studied on the Bar Professional Training Course from September 2015 to June 2016.Prior to this, I undertook a Law degree at Leeds Beckett University where I obtained a 2:1. I am currently working in the Business Department of Lewisham council. ","In my mediations, I hope to convey myself as a very open, non-judgmental and empathetic person. I will do my utmost to listen with an unbiased mind and deal with concerns and conflict in an honest, fair and confidential way to ensure each party achieves as close to their goal as possible and leaves the mediation with a sense of peace.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.451229,2024-05-26T09:44:17.451240
22,Danniella Cox,stacy49@hotmail.com,University of Brighton Legal Clinic - Student Advisor (2019-2020) Academic QualificationsLLB Law Degree from University of Brighton - First Class Honours (2020)Barrister Training Course at BPP University (2022)Master of Laws Legal Practice (Bar) (2022 - Awaiting Results),Areas of expertise Civil and Commercial disputes.Contractual Disputes. LanguagesEnglish,University of Brighton Legal Clinic - Student Advisor (2019-2020) Academic QualificationsLLB Law Degree from University of Brighton - First Class Honours (2020)Barrister Training Course at BPP University (2022)Master of Laws Legal Practice (Bar) (2022 - Awaiting Results),My approach to mediation is facilitative and practical. I collaborate with the parties to thoroughly comprehend all of their requirements and preferences and to make sure the parties do not feel judged. I assist parties fairly and realistically so they can reach an understanding and a resolution that both can accept to move on with their lives without any future dispute.,"[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.452174,2024-05-26T09:44:17.452186
23,Deeksha Giri,kevin27@cobb-khan.com,"Profession/s Lawyer, Arbitrator, Mediator, Conciliator Areas of expertise Civil, Commercial, Matrimonial (DDRS) Country of practice India LanguagesEnglish, Hindi","Profession/s Lawyer, Arbitrator, Mediator, Conciliator Areas of expertise Civil, Commercial, Matrimonial (DDRS) Country of practice India LanguagesEnglish, Hindi",1. Sama   March 2023 - present  Empanelled Neutral 2.RRG and Associates  March 2022 -July 2022  Legal Associate3. Cain technologies India pvt. Limited   April 2021 - Feb 2022   Associate Legal Counsel,"My mediation style is centred around promoting effective communication, understanding, and resolution between parties in conflict. I strive to create a neutral and safe environment where all participants feel comfortable expressing their perspectives and concerns.In facilitating the mediation process, i employ various techniques to promote effective communication. I encourage active listening and respectful dialogue, ensuring that all parties have equal opportunities to express their thoughts and feelings. I ask open-ended questions to delve deeper into the issues at hand and encourage parties to brainstorm potential solutions together.Overall, my mediation style prioritizes impartiality, empathy, active listening, and facilitating constructive communication to help parties in conflict navigate their differences and find resolutions that are acceptable to all involved.","[{'day': 'Monday', 'slots': ['09:00-11:00', '13:00-15:00', '16:00-18:00']}, {'day': 'Tuesday', 'slots': ['10:00-12:00', '14:00-16:00']}, {'day': 'Wednesday', 'slots': ['09:00-11:00', '13:00-15:00']}, {'day': 'Thursday', 'slots': ['10:00-12:00', '14:00-16:00', '17:00-19:00']}, {'day': 'Friday', 'slots': ['09:00-11:00', '12:00-14:00']}]",2024-05-26T09:44:17.453968,2024-05-26T09:44:17.453980
